age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount
37,Male,Married,Bachelor's,59501.98,4958.5,Unemployed,0.197,779,22098.51
53,Female,Married,Bachelor's,11915.03,992.92,Employed,0.256,582,12248.01
68,Male,Widowed,High School,41432.96,3452.75,Employed,0.262,563,27760.81
32,Male,Single,PhD,23344.96,1945.41,Employed,0.054,593,13492.06
71,Male,Single,Bachelor's,93586.4,7798.87,Employed,0.207,607,1717.44
42,Female,Single,Bachelor's,13807.09,1150.59,Employed,0.166,520,6960.98
75,Female,Single,Other,31455.63,2621.3,Self-employed,0.258,757,32991.45
42,Female,Married,Master's,22038.6,1836.55,Employed,0.095,745,500
66,Male,Single,Bachelor's,25834.4,2152.87,Retired,0.374,651,6826.3
50,Male,Married,Other,18347.89,1528.99,Employed,0.154,669,13087.49
58,Female,Single,Master's,40274.09,3356.17,Employed,0.387,587,19826.04
58,Female,Single,Other,41619.38,3468.28,Self-employed,0.402,665,12461.38
65,Male,Married,High School,12870.03,1072.5,Self-employed,0.305,546,14422.58
71,Male,Divorced,Other,52785.88,4398.82,Student,0.104,605,13211.25
74,Female,Single,Bachelor's,14022.78,1168.56,Employed,0.329,674,11266.34
28,Male,Divorced,Bachelor's,36958.7,3079.89,Employed,0.068,683,17612.02
47,Female,Married,High School,104531.51,8710.96,Employed,0.222,652,22330.09
47,Female,Single,High School,21676.45,1806.37,Employed,0.289,745,6582.93
54,Female,Married,High School,30351.94,2529.33,Employed,0.082,762,25186.43
41,Female,Single,Bachelor's,22623.09,1885.26,Employed,0.09,723,4176.35
50,Male,Single,High School,24281.45,2023.45,Employed,0.211,661,28230.24
53,Female,Married,High School,43749.32,3645.78,Unemployed,0.309,696,21293.03
48,Female,Single,Other,95603.17,7966.93,Employed,0.05,690,2344.27
67,Male,Single,Master's,35558.95,2963.25,Employed,0.338,478,10505.82
53,Female,Single,Bachelor's,74283.26,6190.27,Employed,0.49,633,28026.87
25,Male,Married,Master's,23498.12,1958.18,Employed,0.239,654,17873.16
68,Female,Married,Bachelor's,70619.72,5884.98,Unemployed,0.352,651,500
39,Male,Single,High School,98484.73,8207.06,Employed,0.102,750,18277.56
24,Female,Married,Bachelor's,75438.35,6286.53,Unemployed,0.268,757,5318.71
55,Male,Single,Bachelor's,56262.44,4688.54,Employed,0.204,605,23067.64
69,Male,Married,High School,53051.45,4420.95,Employed,0.19,683,21543.17
37,Other,Divorced,Bachelor's,23036.11,1919.68,Student,0.274,604,18817.58
64,Female,Married,Bachelor's,14986.87,1248.91,Employed,0.144,679,16727.54
48,Male,Married,Bachelor's,54119.15,4509.93,Employed,0.196,759,5054.99
50,Male,Married,High School,22664.84,1888.74,Employed,0.133,669,16604.07
49,Male,Single,Master's,23762.37,1980.2,Employed,0.214,716,19249.03
66,Female,Married,Bachelor's,14878.9,1239.91,Employed,0.109,713,21292.98
73,Female,Single,Bachelor's,25729.3,2144.11,Self-employed,0.26,747,24460.59
26,Female,Single,Other,69693.76,5807.81,Self-employed,0.302,693,11305.4
55,Female,Single,Master's,64457.16,5371.43,Unemployed,0.103,646,13436.67
61,Female,Single,Master's,16460.4,1371.7,Employed,0.119,724,8241.03
57,Male,Married,High School,20333.07,1694.42,Retired,0.055,667,8465.63
44,Male,Married,Master's,12330.53,1027.54,Employed,0.172,723,14832.83
49,Female,Single,Bachelor's,45212.52,3767.71,Employed,0.077,662,31764.44
69,Female,Single,Master's,40634.29,3386.19,Employed,0.229,684,15053.95
66,Female,Married,Master's,42771.57,3564.3,Employed,0.29,723,32410.25
73,Female,Married,Bachelor's,27833.23,2319.44,Employed,0.398,544,12934.03
51,Female,Single,Bachelor's,53870.03,4489.17,Employed,0.227,573,1472.11
55,Female,Single,High School,30504.96,2542.08,Employed,0.163,620,5735.79
53,Male,Married,Bachelor's,64502.29,5375.19,Employed,0.071,630,500
72,Male,Married,Bachelor's,18822.48,1568.54,Employed,0.044,697,7731.99
41,Female,Single,Bachelor's,61200.16,5100.01,Employed,0.153,603,17278.22
52,Female,Single,Bachelor's,47086.66,3923.89,Employed,0.21,775,21378.31
43,Male,Married,Master's,53959.49,4496.62,Employed,0.074,633,22879.63
53,Male,Single,Bachelor's,29884.88,2490.41,Employed,0.249,707,13991.87
23,Male,Single,Other,104034.86,8669.57,Employed,0.116,624,29526.27
38,Male,Married,Master's,23649.27,1970.77,Employed,0.085,719,11090.71
45,Female,Divorced,Other,142718.53,11893.21,Employed,0.314,521,14406.71
62,Male,Single,Master's,47481.85,3956.82,Employed,0.121,718,16755.65
51,Female,Married,Bachelor's,72217.68,6018.14,Employed,0.144,655,3005.39
74,Male,Single,Bachelor's,86938.08,7244.84,Self-employed,0.106,735,17005.15
23,Female,Married,Master's,57960.95,4830.08,Employed,0.093,668,14523.97
60,Male,Single,Bachelor's,111934.69,9327.89,Employed,0.26,732,16953.87
66,Female,Married,Bachelor's,64106.63,5342.22,Unemployed,0.442,602,14720.71
44,Female,Married,Master's,56409.22,4700.77,Employed,0.299,578,26941.18
70,Female,Widowed,Master's,48175.3,4014.61,Employed,0.057,671,2630.81
52,Male,Married,High School,45714.84,3809.57,Employed,0.112,771,20689.35
67,Male,Single,Bachelor's,71105.49,5925.46,Employed,0.12,637,12132.82
42,Male,Single,Bachelor's,21983.84,1831.99,Employed,0.463,672,15255.31
43,Male,Single,High School,33166.29,2763.86,Retired,0.125,517,1443.13
22,Female,Married,Other,49301.76,4108.48,Employed,0.16,728,15058.17
47,Female,Married,Master's,23501.9,1958.49,Employed,0.22,706,14338.73
62,Female,Married,Bachelor's,64819.75,5401.65,Self-employed,0.048,806,500
22,Female,Single,Bachelor's,31998.19,2666.52,Employed,0.098,618,15891.9
46,Male,Married,Master's,16874.16,1406.18,Self-employed,0.273,630,17233.15
37,Male,Divorced,High School,25262.28,2105.19,Employed,0.261,766,500
60,Male,Divorced,Bachelor's,64653.24,5387.77,Employed,0.061,677,22844.63
53,Female,Married,Bachelor's,19430.56,1619.21,Employed,0.101,737,12322.28
29,Female,Married,Master's,20397.48,1699.79,Employed,0.215,591,21562.24
63,Male,Married,Master's,49585.6,4132.13,Employed,0.15,551,15667.66
74,Male,Single,Bachelor's,16479.36,1373.28,Employed,0.26,558,33785.95
68,Female,Single,Master's,51024.4,4252.03,Employed,0.28,634,14693.15
59,Female,Married,PhD,10554.32,879.53,Employed,0.14,722,20408.79
49,Female,Single,Bachelor's,48292.29,4024.36,Employed,0.107,694,20793.65
62,Male,Married,High School,34339.45,2861.62,Employed,0.089,849,739.4
75,Male,Married,Master's,96812.41,8067.7,Self-employed,0.25,632,11814.01
46,Female,Married,Bachelor's,11273.51,939.46,Employed,0.189,766,1738.28
55,Female,Single,Bachelor's,24644.32,2053.69,Employed,0.539,678,6799.86
70,Male,Single,High School,49548.22,4129.02,Employed,0.047,673,20713.77
45,Female,Single,Bachelor's,35281.31,2940.11,Employed,0.095,569,29928.43
44,Female,Single,Bachelor's,26915.99,2243,Student,0.176,831,22723.58
33,Male,Widowed,Bachelor's,12568.1,1047.34,Employed,0.086,785,10089.95
27,Male,Single,High School,46739.57,3894.96,Unemployed,0.237,765,12735.2
56,Male,Single,Bachelor's,141308.94,11775.74,Employed,0.101,721,14271.46
65,Male,Single,Master's,23332.83,1944.4,Unemployed,0.299,532,9297.56
40,Female,Married,High School,38000.87,3166.74,Self-employed,0.12,737,26936.68
21,Male,Married,Master's,44844.15,3737.01,Self-employed,0.291,678,2315.58
28,Female,Single,High School,28571.79,2380.98,Self-employed,0.107,727,29696.41
66,Other,Divorced,Bachelor's,35394.51,2949.54,Employed,0.227,768,17969.7
36,Male,Married,Bachelor's,19505.67,1625.47,Unemployed,0.17,752,13568.78
34,Male,Single,Bachelor's,15804.79,1317.07,Self-employed,0.181,717,17586.72
32,Female,Married,Bachelor's,89500.04,7458.34,Retired,0.224,708,13969.23
71,Female,Married,High School,33735.32,2811.28,Employed,0.213,666,12472.6
43,Female,Single,High School,50477.61,4206.47,Retired,0.156,617,19851.45
35,Male,Married,Master's,47245.02,3937.08,Unemployed,0.28,671,9710.94
48,Male,Single,Bachelor's,20486.63,1707.22,Employed,0.259,544,14942.88
54,Female,Single,Other,16597.25,1383.1,Employed,0.241,600,8441.68
22,Female,Single,Master's,25081.16,2090.1,Employed,0.124,671,21237.75
52,Male,Married,Master's,41497.15,3458.1,Self-employed,0.051,510,24402.55
43,Female,Married,Bachelor's,22106.25,1842.19,Self-employed,0.143,546,10354.41
42,Male,Single,High School,27428.92,2285.74,Unemployed,0.239,586,8623.65
71,Other,Single,PhD,10876.03,906.34,Employed,0.094,665,16797.47
45,Female,Married,High School,35475.94,2956.33,Employed,0.159,721,21002.43
42,Male,Single,Bachelor's,38000.7,3166.72,Unemployed,0.197,669,20829.18
42,Female,Single,Master's,36230.69,3019.22,Employed,0.054,591,22268.31
69,Male,Single,Bachelor's,19830.76,1652.56,Employed,0.068,722,24850.61
72,Male,Single,High School,20095.6,1674.63,Employed,0.21,825,15270.95
62,Male,Single,Bachelor's,18863.78,1571.98,Unemployed,0.168,586,7839.46
26,Male,Single,Other,28148.1,2345.67,Student,0.121,589,14427.28
35,Male,Single,Other,23684.08,1973.67,Employed,0.139,687,20590.01
74,Female,Married,Master's,84680.23,7056.69,Employed,0.14,845,24760.82
63,Female,Single,PhD,107262.02,8938.5,Employed,0.21,667,4668.9
57,Male,Divorced,High School,62499.03,5208.25,Retired,0.293,732,20339.85
53,Female,Single,High School,38525.74,3210.48,Employed,0.218,587,4036.62
28,Female,Married,Bachelor's,30013.45,2501.12,Employed,0.098,744,18340.27
73,Female,Married,High School,21919.91,1826.66,Employed,0.143,761,25011.65
64,Female,Single,Bachelor's,37784.67,3148.72,Employed,0.026,632,18136.83
64,Male,Married,High School,32931.07,2744.26,Employed,0.138,568,17680.17
25,Male,Married,Bachelor's,19525.57,1627.13,Employed,0.149,801,2163.77
59,Female,Single,High School,22588.48,1882.37,Employed,0.195,643,16964.13
24,Male,Widowed,High School,11299.31,941.61,Employed,0.291,677,500
26,Male,Single,Master's,19737.34,1644.78,Employed,0.214,668,5853.94
65,Male,Single,High School,46124.64,3843.72,Employed,0.255,673,14733.4
52,Male,Married,High School,67493.04,5624.42,Employed,0.176,665,27340.01
72,Male,Single,High School,49835.24,4152.94,Employed,0.111,683,12617.71
50,Female,Married,Master's,26850.69,2237.56,Self-employed,0.063,630,8343.19
67,Male,Married,Bachelor's,13381.63,1115.14,Student,0.023,659,6963.33
55,Female,Divorced,Bachelor's,17717.29,1476.44,Employed,0.181,718,10777.93
75,Female,Married,High School,47325.94,3943.83,Employed,0.117,675,30832.12
60,Male,Widowed,Bachelor's,46356.01,3863,Student,0.118,713,10540.2
72,Male,Single,High School,24579.86,2048.32,Employed,0.157,708,13724.89
36,Male,Single,Bachelor's,28464.78,2372.06,Employed,0.137,745,14482.72
33,Male,Married,Bachelor's,115326.94,9610.58,Retired,0.149,704,4652.73
70,Male,Married,Master's,12619.38,1051.62,Retired,0.206,584,19763.34
62,Male,Married,High School,36536.8,3044.73,Employed,0.172,636,16183.1
50,Female,Married,Master's,17526.76,1460.56,Employed,0.155,728,11198.16
39,Female,Single,High School,18184.37,1515.36,Employed,0.034,798,22699.93
37,Male,Married,Bachelor's,46643.22,3886.94,Retired,0.084,710,2911.66
39,Male,Divorced,High School,100514.38,8376.2,Unemployed,0.205,700,8332.98
48,Female,Married,PhD,52612.37,4384.36,Unemployed,0.18,600,15094.72
75,Female,Single,High School,92761.53,7730.13,Employed,0.123,615,570.42
46,Female,Married,Bachelor's,11393.42,949.45,Unemployed,0.077,702,6174.06
57,Female,Single,High School,48769.16,4064.1,Self-employed,0.063,548,16962.2
46,Male,Married,Bachelor's,62531.87,5210.99,Unemployed,0.141,834,22448.5
73,Male,Single,Bachelor's,31362.31,2613.53,Employed,0.239,802,500
43,Female,Single,High School,59778.53,4981.54,Employed,0.176,722,1726
29,Male,Single,Master's,170665.74,14222.14,Employed,0.283,719,16279.44
32,Other,Single,Master's,39735.93,3311.33,Employed,0.108,827,16579.46
73,Female,Married,High School,28699.2,2391.6,Employed,0.261,782,5354.91
21,Female,Single,Bachelor's,71796.64,5983.05,Unemployed,0.022,691,34549.81
21,Male,Married,Bachelor's,70615.73,5884.64,Unemployed,0.266,700,26895.46
67,Female,Married,Master's,30887.82,2573.98,Self-employed,0.052,753,13831.3
54,Female,Single,Bachelor's,26065.67,2172.14,Employed,0.26,736,14080.49
52,Male,Married,High School,70550.42,5879.2,Employed,0.115,692,17937.99
74,Male,Married,Master's,27947.37,2328.95,Employed,0.132,820,23271.64
68,Female,Married,High School,35156.98,2929.75,Employed,0.143,578,9464.62
45,Female,Married,High School,43599.45,3633.29,Employed,0.087,692,23791.97
60,Male,Single,Master's,32481.45,2706.79,Unemployed,0.17,749,11344.76
65,Male,Married,High School,36764.69,3063.72,Employed,0.086,553,500
73,Female,Single,High School,22130.13,1844.18,Employed,0.2,649,23511.2
21,Female,Married,Bachelor's,50905.67,4242.14,Unemployed,0.122,662,19597.6
36,Female,Divorced,Master's,28481.08,2373.42,Employed,0.241,629,19096.87
59,Female,Single,High School,91105.57,7592.13,Unemployed,0.092,829,10279.62
25,Male,Married,Bachelor's,38977.31,3248.11,Unemployed,0.04,668,14815.4
42,Female,Single,High School,67346.42,5612.2,Self-employed,0.212,715,3458.26
49,Male,Single,Bachelor's,52966.4,4413.87,Employed,0.289,805,23476.57
75,Female,Married,Master's,71146.98,5928.92,Employed,0.192,654,10850.69
23,Female,Married,Bachelor's,27758.91,2313.24,Employed,0.177,688,10764.92
32,Male,Single,Master's,17846.28,1487.19,Employed,0.152,578,8916.55
46,Male,Single,Bachelor's,21185.84,1765.49,Employed,0.209,566,15010
36,Female,Married,Bachelor's,20268.99,1689.08,Employed,0.014,538,24269.66
71,Male,Single,Bachelor's,22229,1852.42,Employed,0.059,717,500
57,Male,Single,Master's,17946.52,1495.54,Employed,0.133,700,10891.98
42,Female,Married,Bachelor's,33875.69,2822.97,Self-employed,0.147,671,49039.69
49,Male,Divorced,Master's,56852.59,4737.72,Employed,0.101,648,7301.79
34,Female,Single,Other,16720.42,1393.37,Employed,0.087,567,20971.52
48,Male,Married,Master's,24253.51,2021.13,Employed,0.067,624,21351.96
25,Female,Single,Other,67089.2,5590.77,Employed,0.072,565,12271.98
67,Male,Single,Bachelor's,14350.7,1195.89,Employed,0.211,752,19750.68
69,Male,Married,High School,36300.94,3025.08,Employed,0.421,622,3881.21
50,Female,Divorced,Bachelor's,51716.22,4309.69,Self-employed,0.203,762,27373.9
66,Female,Single,High School,126970.87,10580.91,Employed,0.254,717,15670.45
72,Male,Single,Bachelor's,8809.75,734.15,Employed,0.094,733,9544.19
25,Male,Single,Bachelor's,16471.36,1372.61,Employed,0.291,674,25540.53
32,Female,Single,High School,43286.47,3607.21,Self-employed,0.325,720,2181.04
36,Female,Married,Bachelor's,29021.07,2418.42,Employed,0.184,621,10623.2
46,Other,Married,Bachelor's,7014.62,584.55,Employed,0.078,608,42215.64
46,Other,Married,High School,27803.6,2316.97,Employed,0.183,676,4131.38
68,Female,Married,High School,21076.66,1756.39,Employed,0.126,697,8606.03
41,Male,Married,Master's,13502.05,1125.17,Self-employed,0.365,682,19339.16
59,Female,Single,Bachelor's,28903.52,2408.63,Self-employed,0.128,624,1032.19
56,Female,Married,Master's,16395.15,1366.26,Employed,0.076,680,10576.31
53,Male,Divorced,PhD,21605.25,1800.44,Employed,0.055,760,11635.76
50,Male,Single,Master's,79174.11,6597.84,Employed,0.107,641,23426.91
57,Male,Married,Bachelor's,111158.35,9263.2,Employed,0.12,628,17134.98
43,Male,Married,Master's,21134.05,1761.17,Employed,0.082,769,30420.19
30,Male,Single,High School,38925.23,3243.77,Self-employed,0.198,728,21998.9
74,Female,Single,Bachelor's,52780.12,4398.34,Employed,0.172,562,10347.67
25,Female,Married,Bachelor's,21859,1821.58,Employed,0.102,647,21286.84
56,Female,Married,Bachelor's,20292.66,1691.06,Student,0.081,736,15254.71
54,Male,Married,Master's,53194.74,4432.89,Employed,0.101,784,21089.37
72,Male,Single,Bachelor's,31656.15,2638.01,Employed,0.099,602,14371.06
51,Female,Married,Bachelor's,31910.16,2659.18,Employed,0.153,627,500
30,Male,Single,High School,17999.06,1499.92,Retired,0.347,638,16406.7
39,Female,Single,Bachelor's,19658.81,1638.23,Employed,0.224,595,19205.24
52,Female,Single,Bachelor's,37709.25,3142.44,Employed,0.315,784,11365.15
21,Male,Married,Bachelor's,27956.06,2329.67,Employed,0.031,624,8198.36
25,Male,Single,Bachelor's,38372.62,3197.72,Employed,0.371,606,19650.53
65,Male,Single,Bachelor's,63857.95,5321.5,Employed,0.101,764,7851.69
24,Female,Single,Bachelor's,39696.29,3308.02,Employed,0.177,671,13430.48
36,Female,Single,Bachelor's,24587.19,2048.93,Unemployed,0.088,622,25939.56
44,Female,Single,Bachelor's,62525.64,5210.47,Unemployed,0.141,697,12332.2
36,Male,Married,High School,35593.32,2966.11,Self-employed,0.175,699,19092.96
75,Other,Married,High School,79736.99,6644.75,Employed,0.206,547,23633.06
22,Male,Married,Bachelor's,23696.42,1974.7,Employed,0.158,642,500
69,Male,Married,Master's,33884.12,2823.68,Employed,0.16,702,16696.05
48,Female,Single,High School,29596.14,2466.34,Retired,0.143,677,22193.89
52,Female,Divorced,Bachelor's,38673.38,3222.78,Unemployed,0.444,682,10592.08
47,Male,Single,Master's,41719.15,3476.6,Employed,0.24,715,4130.82
40,Male,Married,High School,36144.55,3012.05,Student,0.075,690,24517.33
44,Male,Divorced,High School,58899.56,4908.3,Employed,0.133,630,7166.49
32,Male,Married,PhD,46400.2,3866.68,Employed,0.143,720,23562.76
70,Male,Single,High School,157405.69,13117.14,Employed,0.095,772,14631.15
55,Female,Single,Bachelor's,173292.56,14441.05,Employed,0.109,732,29574.61
53,Female,Single,Bachelor's,23808.52,1984.04,Employed,0.06,749,18632.94
53,Female,Married,High School,26458.03,2204.84,Employed,0.439,617,4035.34
71,Female,Married,High School,16790.35,1399.2,Employed,0.025,662,30624.55
63,Female,Married,Bachelor's,95606.25,7967.19,Employed,0.264,672,21755.12
57,Female,Single,Master's,27881.83,2323.49,Employed,0.037,648,6463.69
32,Female,Married,High School,42254.11,3521.18,Employed,0.419,804,21674.09
23,Male,Married,Bachelor's,17592.46,1466.04,Retired,0.046,631,25934.29
21,Female,Single,Bachelor's,39060.94,3255.08,Employed,0.366,640,16752.73
53,Female,Single,Bachelor's,12579.94,1048.33,Employed,0.069,652,3964.63
60,Female,Married,Bachelor's,74335.23,6194.6,Employed,0.533,754,12910.96
30,Other,Married,High School,109103.2,9091.93,Employed,0.084,678,13830.3
63,Male,Single,Bachelor's,55216.17,4601.35,Employed,0.046,620,8896.96
64,Female,Single,Bachelor's,20550.06,1712.5,Employed,0.04,669,500
49,Male,Married,Bachelor's,50641.28,4220.11,Employed,0.082,670,3985.99
33,Female,Single,Bachelor's,40879.09,3406.59,Unemployed,0.242,573,20071.95
32,Male,Single,Master's,83602.64,6966.89,Self-employed,0.126,688,9653.48
51,Male,Married,Bachelor's,60337.29,5028.11,Employed,0.151,697,3473.7
66,Male,Married,Bachelor's,19064.24,1588.69,Employed,0.142,571,35868.09
22,Female,Married,PhD,72941.2,6078.43,Retired,0.178,690,11907.07
71,Male,Married,Other,34598.67,2883.22,Employed,0.062,750,16885.32
70,Female,Married,Bachelor's,79987.29,6665.61,Unemployed,0.257,627,20267.84
55,Male,Married,Bachelor's,14198.13,1183.18,Employed,0.156,701,11415.27
43,Female,Divorced,Master's,49806.41,4150.53,Unemployed,0.164,789,8463.09
37,Female,Single,High School,30431.16,2535.93,Employed,0.022,797,3486.14
46,Male,Single,Bachelor's,38457.92,3204.83,Self-employed,0.035,727,26266.62
28,Male,Single,Bachelor's,24168.96,2014.08,Employed,0.268,785,26093.18
49,Female,Married,Other,49050.24,4087.52,Employed,0.245,747,17821.82
46,Female,Married,Other,20708.31,1725.69,Employed,0.245,572,15485.05
30,Female,Single,Master's,14199.07,1183.26,Employed,0.047,682,500
46,Male,Single,Bachelor's,23154.15,1929.51,Employed,0.222,695,18702.13
